"Date","StateOfOccurrence","Location","Model","Registration","Operator","StateOfOperator","StateOfRegistry","FlightPhase","Class","Fatalities","Over2250","Over5700","ScheduledCommercial","InjuryLevel","TypeDesignator","Helicopter","Airplane","Engines","EngineType","Official","OccCats","Risk","Year"
"""2017-01-06T00:00:00.000Z""","","Ho Chi Minh City","A320","9V-TRX","Tiger",,"SGP","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-01-06T00:00:00.000Z""","","Sault Ste Marie","DH8C","C-FRUZ","Jazz",,"CAN","","Incident","",true,true,"","","DH8C",false,true,2,"Turboprop","","[]","",2017
"""2017-01-06T00:00:00.000Z""","","Delhi","B739","VT-SZL","Spicejet",,"IND","","Incident","",true,true,"","","B739",false,true,2,"Jet","","[]","",2017
"""2017-01-06T00:00:00.000Z""","","Munich","A346","D-AIHH","Lufthansa",,"DEU","","Incident","",true,true,"","","A346",false,true,4,"Jet","","[]","",2017
"""2017-01-07T00:00:00.000Z""","","Comox","B737","C-FGWJ","Westjet",,"CAN","","Incident","",true,true,"","","B737",false,true,2,"Jet","","[]","",2017
"""2017-01-07T00:00:00.000Z""","","Goose Bay","B763","N659UA","United",,"USA","","Incident","",true,true,"","","B763",false,true,2,"Jet","","[]","",2017
"""2017-01-07T00:00:00.000Z""","","Munich","B763","N666UA","United",,"USA","","Incident","",true,true,"","","B763",false,true,2,"Jet","","[]","",2017
"""2017-01-07T00:00:00.000Z""","","Linz","DH8D","OE-LGI","Austrian",,"AUT","","Incident","",true,true,"","","DH8D",false,true,2,"Turboprop","","[]","",2017
"""2017-01-07T00:00:00.000Z""","","London","A333","N271AY","American",,"USA","","Incident","",true,true,"","","A333",false,true,2,"Jet","","[]","",2017
"""2017-01-07T00:00:00.000Z""","","Winnipeg","A319","C-GITR","Canada",,"CAN","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2017
"""2017-01-08T00:00:00.000Z""","","Los Angeles","B737","N452WN","Southwest",,"USA","","Incident","",true,true,"","","B737",false,true,2,"Jet","","[]","",2017
"""2017-01-08T00:00:00.000Z""","","Paris","A343","F-GLZI","France",,"FRA","","Incident","",true,true,"","","A343",false,true,4,"Jet","","[]","",2017
"""2017-01-08T00:00:00.000Z""","","Lahore","A332","AP-BML","Shaheen",,"PAK","","Incident","",true,true,"","","A332",false,true,2,"Jet","","[]","",2017
"""2017-01-08T00:00:00.000Z""","","Saint Louis","B734","N801TJ","Swift",,"USA","","Incident","",true,true,"","","B734",false,true,2,"Jet","","[]","",2017
"""2017-01-08T00:00:00.000Z""","","Atlanta","B772","PH-BQI","KLM",,"NLD","","Incident","",true,true,"","","B772",false,true,2,"Jet","","[]","",2017
"""2017-01-09T00:00:00.000Z""","","Stockholm","B738","D-ASXC","Sun Express",,"DEU","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2017
"""2017-01-09T00:00:00.000Z""","","London","A319","G-EUPB","British Airways",,"GBR","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2017
"""2017-01-09T00:00:00.000Z""","","Fargo","E145","N14116","Transstates",,"USA","","Incident","",true,true,"","","E145",false,true,2,"Jet","","[]","",2017
"""2017-01-09T00:00:00.000Z""","","Cairo","A333","SU-GDS","Egypt",,"EGY","","Incident","",true,true,"","","A333",false,true,2,"Jet","","[]","",2017
"""2017-01-10T00:00:00.000Z""","","Antalya","B737","D-AGEQ","Germania",,"DEU","","Incident","",true,true,"","","B737",false,true,2,"Jet","","[]","",2017
"""2017-01-10T00:00:00.000Z""","","Bournemouth","B738","G-FDZY","Thomson",,"GBR","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2017
"""2017-01-10T00:00:00.000Z""","","Santo Domingo","MD82","HI-914","Pawa Dominicana",,"DOM","","Incident","",true,true,"","","MD82",false,true,2,"Jet","","[]","",2017
"""2017-01-10T00:00:00.000Z""","","Kalibo","A320","RP-C8613","PAL",,"PHL","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-01-10T00:00:00.000Z""","","Rochester","B752","N776FD","Fedex",,"USA","","Incident","",true,true,"","","B752",false,true,2,"Jet","","[]","",2017
"""2017-01-11T00:00:00.000Z""","","Amsterdam","B744","9V-SFP","Singapore",,"SGP","","Incident","",true,true,"","","B744",false,true,4,"Jet","","[]","",2017
"""2017-01-11T00:00:00.000Z""","","Nuremberg","DH8D","D-ABQB","LGW",,"DEU","","Incident","",true,true,"","","DH8D",false,true,2,"Turboprop","","[]","",2017
"""2017-01-11T00:00:00.000Z""","","Hong Kong","A332","A6-EYR","Etihad",,"ARE","","Incident","",true,true,"","","A332",false,true,2,"Jet","","[]","",2017
"""2017-01-11T00:00:00.000Z""","","Ankara, Budapest and Vienna","B748","LX-VCN","Cargolux",,"LUX","","Incident","",true,true,"","","B748",false,true,4,"Jet","","[]","",2017
"""2017-01-12T00:00:00.000Z""","","Tehran","A306","EP-MMO","Mahan",,"IRN","","Incident","",true,true,"","","A306",false,true,2,"Jet","","[]","",2017
"""2017-01-12T00:00:00.000Z""","","Seattle and San Jose","B739","N237AK","Alaska",,"USA","","Incident","",true,true,"","","B739",false,true,2,"Jet","","[]","",2017
"""2017-01-12T00:00:00.000Z""","","Minneapolis","MD90","N948DN","Delta",,"USA","","Incident","",true,true,"","","MD90",false,true,2,"Jet","","[]","",2017
"""2017-01-12T00:00:00.000Z""","","Zurich","E190","HB-JVN","Helvetic",,"CHE","","Incident","",true,true,"","","E190",false,true,2,"Jet","","[]","",2017
"""2017-01-12T00:00:00.000Z""","","New York","E175","C-FEJB","Sky Regional",,"CAN","","Incident","",false,false,"","","C175",false,true,1,"Piston","","[]","",2017
"""2017-01-12T00:00:00.000Z""","","Liege","B734","OE-IAG","ASL Belgium",,"AUT","","Incident","",true,true,"","","B734",false,true,2,"Jet","","[]","",2017
"""2017-01-12T00:00:00.000Z""","","Moscow","B739","TC-JYP","THY",,"TUR","","Incident","",true,true,"","","B739",false,true,2,"Jet","","[]","",2017
"""2017-01-13T00:00:00.000Z""","","Miami","E145","N645AE","Envoy",,"USA","","Incident","",true,true,"","","E145",false,true,2,"Jet","","[]","",2017
"""2017-01-13T00:00:00.000Z""","","Amsterdam","RJ85","EI-RJW","Cityjet",,"IRL","","Incident","",true,true,"","","RJ85",false,true,4,"Jet","","[]","",2017
"""2017-01-13T00:00:00.000Z""","","Toronto","E190","C-FLWH","Canada",,"CAN","","Incident","",true,true,"","","E190",false,true,2,"Jet","","[]","",2017
"""2017-01-13T00:00:00.000Z""","","Amsterdam","B748","VQ-BLR","Bridge Cargo",,"BMU","","Incident","",true,true,"","","B748",false,true,4,"Jet","","[]","",2017
"""2017-01-14T00:00:00.000Z""","","Moscow","B738","VQ-BTJ","Pobeda",,"BMU","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2017
"""2017-01-14T00:00:00.000Z""","","Palu","AT72","PK-WFK","Wings",,"IDN","","Incident","",true,true,"","","AT72",false,true,2,"Turboprop","","[]","",2017
"""2017-01-14T00:00:00.000Z""","","Toronto","DH8D","C-GVEN","Westjet Encore",,"CAN","","Incident","",true,true,"","","DH8D",false,true,2,"Turboprop","","[]","",2017
"""2017-01-14T00:00:00.000Z""","","Manchester","B738","EI-EBW","Ryanair",,"IRL","","Report","",true,true,"","","B738",false,true,2,"Jet","","[]","",2017
"""2017-01-14T00:00:00.000Z""","","Cold Bay","B763","N177DN","Delta",,"USA","","Incident","",true,true,"","","B763",false,true,2,"Jet","","[]","",2017
"""2017-01-15T00:00:00.000Z""","","Bridgetown","A332","EC-JQQ","Europa",,"ESP","","Incident","",true,true,"","","A332",false,true,2,"Jet","","[]","",2017
"""2017-01-15T00:00:00.000Z""","","New York","CRJ2","N8938A","Endeavor",,"USA","","Incident","",true,true,"","","CRJ2",false,true,2,"Jet","","[]","",2017
"""2017-01-15T00:00:00.000Z""","","Sydney","DH8D","VH-QOV","Sunstate",,"AUS","","Incident","",true,true,"","","DH8D",false,true,2,"Turboprop","","[]","",2017
"""2017-01-15T00:00:00.000Z""","","Moscow","A321","D-AISO","Lufthansa",,"DEU","","Incident","",true,true,"","","A321",false,true,2,"Jet","","[]","",2017
"""2017-01-15T00:00:00.000Z""","","Launceston","A320","VH-XSJ","Jetstar",,"AUS","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-01-15T00:00:00.000Z""","","Sao Paulo","B763","PT-MSY","LATAM",,"BRA","","Incident","",true,true,"","","B763",false,true,2,"Jet","","[]","",2017
"""2017-01-16T00:00:00.000Z""","","Lanzarote","A320","EC-MEH","Iberia Express",,"ESP","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-01-16T00:00:00.000Z""","","Cairo","B744","PH-BFL","KLM",,"NLD","","Incident","",true,true,"","","B744",false,true,4,"Jet","","[]","",2017
"""2017-01-17T00:00:00.000Z""","","Gothenburg","SB20","SE-LTX","Braathens Regional",,"SWE","","Incident","",true,true,"","","SB20",false,true,2,"Turboprop","","[]","",2017
"""2017-01-17T00:00:00.000Z""","","Bournemouth","B738","G-FDZB","Thomson",,"GBR","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2017
"""2017-01-17T00:00:00.000Z""","","Phoenix","A319","N816AW","American",,"USA","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2017
"""2017-01-18T00:00:00.000Z""","","Krasnojarsk","B763","VP-BDI","Pegas Fly",,"BMU","","Incident","",true,true,"","","B763",false,true,2,"Jet","","[]","",2017
"""2017-01-18T00:00:00.000Z""","","Chicago","A306","N128UP","UPS",,"USA","","Incident","",true,true,"","","A306",false,true,2,"Jet","","[]","",2017
"""2017-01-18T00:00:00.000Z""","","Kolkata","A320","VT-IGS","Indigo",,"IND","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-01-19T00:00:00.000Z""","","Langkawi","B738","9M-MLS","Malaysia",,"MYS","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2017
"""2017-01-19T00:00:00.000Z""","","Volgograd","B763","SE-RFR","TuiFly Nordic",,"SWE","","Incident","",true,true,"","","B763",false,true,2,"Jet","","[]","",2017
"""2017-01-19T00:00:00.000Z""","","Sapporo","DH8D","JA461A","ANA Wings",,"JPN","","Incident","",true,true,"","","DH8D",false,true,2,"Turboprop","","[]","",2017
"""2017-01-20T00:00:00.000Z""","","Curacao","B744","PH-BFL","KLM",,"NLD","","Incident","",true,true,"","","B744",false,true,4,"Jet","","[]","",2017
"""2017-01-20T00:00:00.000Z""","","Karachi","B773","AP-BID","PIA",,"PAK","","Incident","",true,true,"","","B773",false,true,2,"Jet","","[]","",2017
"""2017-01-20T00:00:00.000Z""","","Lincoln","CRJ2","N453SW","Skywest",,"USA","","Incident","",true,true,"","","CRJ2",false,true,2,"Jet","","[]","",2017
"""2017-01-20T00:00:00.000Z""","","Athens","A320","G-EZTK","Easyjet",,"GBR","","Report","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-01-20T00:00:00.000Z""","","Moscow","B748","D-ABYC","Lufthansa",,"DEU","","Incident","",true,true,"","","B748",false,true,4,"Jet","","[]","",2017
"""2017-01-20T00:00:00.000Z""","","Shannon","B764","N59053","United",,"USA","","Incident","",true,true,"","","B764",false,true,2,"Jet","","[]","",2017
"""2017-01-20T00:00:00.000Z""","","Coffs Harbour","A320","VH-VNG","Tiger",,"AUS","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-01-21T00:00:00.000Z""","","Liege","E190","OO-JEM","TUI Belgium",,"BEL","","Incident","",true,true,"","","E190",false,true,2,"Jet","","[]","",2017
"""2017-01-21T00:00:00.000Z""","","Cologne","B738","EI-EBY","Ryanair",,"IRL","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2017
"""2017-01-21T00:00:00.000Z""","","Mexicali","A320","XA-VLC","Volaris",,"MEX","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-01-21T00:00:00.000Z""","","Chicago","B748","JA11KZ","Nippon Cargo",,"JPN","","Incident","",true,true,"","","B748",false,true,4,"Jet","","[]","",2017
"""2017-01-21T00:00:00.000Z""","","Cairns","A320","VH-VNC","Tiger",,"AUS","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-01-21T00:00:00.000Z""","","Mumbai","A320","VT-ITF","Indigo",,"IND","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-01-21T00:00:00.000Z""","","Charlotte","CRJ9","N569NN","PSA",,"USA","","Incident","",true,true,"","","CRJ9",false,true,2,"Jet","","[]","",2017
"""2017-01-21T00:00:00.000Z""","","Vladivostok","A319","VP-BDM","Aurora",,"BMU","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2017
"""2017-01-21T00:00:00.000Z""","","Atlanta","A321","N309DN","Delta",,"USA","","Incident","",true,true,"","","A321",false,true,2,"Jet","","[]","",2017
"""2017-01-22T00:00:00.000Z""","","Brasilia","B737","PR-GEK","Gol",,"BRA","","Incident","",true,true,"","","B737",false,true,2,"Jet","","[]","",2017
"""2017-01-22T00:00:00.000Z""","","Trondheim","B738","LN-RCN","SAS",,"NOR","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2017
"""2017-01-22T00:00:00.000Z""","","Dhaka","B738","VT-JTD","Jet Airways",,"IND","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2017
"""2017-01-22T00:00:00.000Z""","","Vancouver","A333","C-GHLM","Canada",,"CAN","","Incident","",true,true,"","","A333",false,true,2,"Jet","","[]","",2017
"""2017-01-22T00:00:00.000Z""","","Roanoke","CRJ2","N882AS","Expressjet",,"USA","","Incident","",true,true,"","","CRJ2",false,true,2,"Jet","","[]","",2017
"""2017-01-22T00:00:00.000Z""","","Atlantic","B763","N390AA","American",,"USA","","Incident","",true,true,"","","B763",false,true,2,"Jet","","[]","",2017
"""2017-01-22T00:00:00.000Z""","","Singapore","A320","9V-JSR","Jetstar Asia",,"SGP","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-01-23T00:00:00.000Z""","","Baltimore","CRJ2","N8986B","Endeavor",,"USA","","Incident","",true,true,"","","CRJ2",false,true,2,"Jet","","[]","",2017
"""2017-01-23T00:00:00.000Z""","","New York","A321","N108NN","American",,"USA","","Incident","",true,true,"","","A321",false,true,2,"Jet","","[]","",2017
"""2017-01-23T00:00:00.000Z""","","Funchal","A321","G-OZBR","Monarch",,"GBR","","Incident","",true,true,"","","A321",false,true,2,"Jet","","[]","",2017
"""2017-01-23T00:00:00.000Z""","","Phuket and Novosibirsk","B752","VQ-BEZ","Azur",,"BMU","","Incident","",true,true,"","","B752",false,true,2,"Jet","","[]","",2017
"""2017-01-23T00:00:00.000Z""","","Caracas","B732","YV502T","Venezolana",,"VEN","","Incident","",true,true,"","","B732",false,true,2,"Jet","","[]","",2017
"""2017-01-23T00:00:00.000Z""","","Katowice","B738","OK-TVW","Travel Service",,"CZE","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2017
"""2017-01-23T00:00:00.000Z""","","Tijuana","A320","XA-VAK","VivaAeroBus",,"MEX","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-01-23T00:00:00.000Z""","","Atlantic","B763","N396AN","American",,"USA","","Incident","",true,true,"","","B763",false,true,2,"Jet","","[]","",2017
"""2017-01-24T00:00:00.000Z""","","Amsterdam","A319","OE-LDD","Austrian",,"AUT","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2017
"""2017-01-24T00:00:00.000Z""","","Moscow","B738","VQ-BJX","Rossiya",,"BMU","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2017
"""2017-01-24T00:00:00.000Z""","","Saint Louis","CRJ7","N369CA","Gojet",,"USA","","Incident","",true,true,"","","CRJ7",false,true,2,"Jet","","[]","",2017
"""2017-01-24T00:00:00.000Z""","","Nantes","A333","HB-JHD","Swiss",,"CHE","","Incident","",true,true,"","","A333",false,true,2,"Jet","","[]","",2017
"""2017-01-24T00:00:00.000Z""","","Denpasar","B773","A6-EGL","Emirates",,"ARE","","Incident","",true,true,"","","B773",false,true,2,"Jet","","[]","",2017
"""2017-01-24T00:00:00.000Z""","","Tijuana","A319","XA-VOE","Volaris",,"MEX","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2017
"""2017-01-24T00:00:00.000Z""","","Southampton","DH8D","G-ECOH","Flybe",,"GBR","","Incident","",true,true,"","","DH8D",false,true,2,"Turboprop","","[]","",2017
"""2017-01-25T00:00:00.000Z""","","Zurich","A320","TC-JPC","THY",,"TUR","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-01-25T00:00:00.000Z""","","Boston","B764","N838MH","Delta",,"USA","","Incident","",true,true,"","","B764",false,true,2,"Jet","","[]","",2017
"""2017-01-25T00:00:00.000Z""","","Christchurch","A320","ZK-OXC","ANZ",,"NZL","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-01-25T00:00:00.000Z""","","Edinburgh","DH8D","G-JECL","Flybe",,"GBR","","Incident","",true,true,"","","DH8D",false,true,2,"Turboprop","","[]","",2017
"""2017-01-26T00:00:00.000Z""","","Amsterdam","B738","PH-CDE","Corendon Dutch",,"NLD","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2017
"""2017-01-26T00:00:00.000Z""","","Nashville","CRJ7","N515MJ","Mesa",,"USA","","Incident","",true,true,"","","CRJ7",false,true,2,"Jet","","[]","",2017
"""2017-01-26T00:00:00.000Z""","","Jackson","MD88","N901DE","Delta",,"USA","","Incident","",true,true,"","","MD88",false,true,2,"Jet","","[]","",2017
"""2017-01-26T00:00:00.000Z""","","Istanbul","B738","TC-JVM","THY",,"TUR","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2017
"""2017-01-26T00:00:00.000Z""","","Berlin","A319","D-AKNM","Germanwings",,"DEU","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2017
"""2017-01-27T00:00:00.000Z""","","Atlantic","B752","F-HAVN","OpenSkies",,"FRA","","Incident","",true,true,"","","B752",false,true,2,"Jet","","[]","",2017
"""2017-01-27T00:00:00.000Z""","","Bordeaux","B763","G-BZHB","British Airways",,"GBR","","Incident","",true,true,"","","B763",false,true,2,"Jet","","[]","",2017
"""2017-01-28T00:00:00.000Z""","","Milan","B773","AP-BID","PIA",,"PAK","","Incident","",true,true,"","","B773",false,true,2,"Jet","","[]","",2017
"""2017-01-28T00:00:00.000Z""","","Geneva","A332","B-6533","Air China",,"CHN","","Incident","",true,true,"","","A332",false,true,2,"Jet","","[]","",2017
"""2017-01-28T00:00:00.000Z""","","Calgary","B763","C-FOGT","Westjet",,"CAN","","Incident","",true,true,"","","B763",false,true,2,"Jet","","[]","",2017
"""2017-01-28T00:00:00.000Z""","","Goiania","B738","PR-GXH","Gol",,"BRA","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2017
"""2017-01-29T00:00:00.000Z""","","Auckland","A388","9V-SKG","Singapore",,"SGP","","Incident","",true,true,"","","A388",false,true,4,"Jet","","[]","",2017
"""2017-01-30T00:00:00.000Z""","","Munich","CRJ9","D-ACKL","Lufthansa Cityline",,"DEU","","Incident","",true,true,"","","CRJ9",false,true,2,"Jet","","[]","",2017
"""2017-01-30T00:00:00.000Z""","","Louisville","MD83","N9617R","American",,"USA","","Incident","",true,true,"","","MD83",false,true,2,"Jet","","[]","",2017
"""2017-01-30T00:00:00.000Z""","","Paris","A319","D-AGWM","Germanwings",,"DEU","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2017
"""2017-01-31T00:00:00.000Z""","","Cambridge","B744","EI-XLG","Rossiya",,"IRL","","Incident","",true,true,"","","B744",false,true,4,"Jet","","[]","",2017
"""2017-01-31T00:00:00.000Z""","","Sept Iles","B744","D-ABVR","Lufthansa",,"DEU","","Incident","",true,true,"","","B744",false,true,4,"Jet","","[]","",2017
"""2017-02-01T00:00:00.000Z""","","Kahului","B712","N478HA","Hawaiian",,"USA","","Incident","",true,true,"","","B712",false,true,2,"Jet","","[]","",2017
"""2017-02-01T00:00:00.000Z""","","enroute","A319","D-AGWJ","Germanwings",,"DEU","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2017
"""2017-02-01T00:00:00.000Z""","","Yogyakarta","B738","PK-GNK","Garuda",,"IDN","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2017
"""2017-02-01T00:00:00.000Z""","","Tulsa","A320","N417UA","United",,"USA","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-02-01T00:00:00.000Z""","","Iqaluit","B773","HB-JND","Swiss",,"CHE","","Incident","",true,true,"","","B773",false,true,2,"Jet","","[]","",2017
"""2017-02-01T00:00:00.000Z""","","Bodo","DH8A","LN-WIM","Wideroe",,"NOR","","Incident","",true,true,"","","DH8A",false,true,2,"Turboprop","","[]","",2017
"""2017-02-01T00:00:00.000Z""","","enroute","B752","N190AA","American",,"USA","","Incident","",true,true,"","","B752",false,true,2,"Jet","","[]","",2017
"""2017-02-01T00:00:00.000Z""","","Delhi","A320","VT-IEM","Indigo",,"IND","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-02-02T00:00:00.000Z""","","Tampico","B738","N392DA","Delta",,"USA","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2017
"""2017-02-02T00:00:00.000Z""","","Dammam","B773","AP-BID","PIA",,"PAK","","Incident","",true,true,"","","B773",false,true,2,"Jet","","[]","",2017
"""2017-02-02T00:00:00.000Z""","","Calgary","B738","C-GWSV","Westjet",,"CAN","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2017
"""2017-02-02T00:00:00.000Z""","","Atlantic","B789","G-VOWS","Virgin Atlantic",,"GBR","","Incident","",true,true,"","","B789",false,true,2,"Jet","","[]","",2017
"""2017-02-02T00:00:00.000Z""","","Manchester","A319","G-EZII","Easyjet",,"GBR","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2017
"""2017-02-02T00:00:00.000Z""","","Amsterdam","B744","9V-SFP","Singapore",,"SGP","","Incident","",true,true,"","","B744",false,true,4,"Jet","","[]","",2017
"""2017-02-02T00:00:00.000Z""","","Orlando","A320","N621JB","Jetblue",,"USA","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-02-03T00:00:00.000Z""","","Austin","B738","N980AN","American",,"USA","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2017
"""2017-02-04T00:00:00.000Z""","","Vancouver","B773","B-KPL","Cathay Pacific",,"HKG","","Incident","",true,true,"","","B773",false,true,2,"Jet","","[]","",2017
"""2017-02-04T00:00:00.000Z""","","Orlando","B737","C-GWJG","Westjet",,"CAN","","Incident","",true,true,"","","B737",false,true,2,"Jet","","[]","",2017
"""2017-02-04T00:00:00.000Z""","","Copenhagen","A343","OY-KBC","SAS",,"DNK","","Incident","",true,true,"","","A343",false,true,4,"Jet","","[]","",2017
"""2017-02-05T00:00:00.000Z""","","Brussels","A333","C-GFAJ","Canada",,"CAN","","Incident","",true,true,"","","A333",false,true,2,"Jet","","[]","",2017
"""2017-02-05T00:00:00.000Z""","","Munich","A320","D-AIQD","Lufthansa",,"DEU","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-02-05T00:00:00.000Z""","","El Oued","AT72","7T-VUN","Algerie",,"DZA","","Incident","",true,true,"","","AT72",false,true,2,"Turboprop","","[]","",2017
"""2017-02-06T00:00:00.000Z""","","Istanbul","B772","OE-LPC","Austrian",,"AUT","","Incident","",true,true,"","","B772",false,true,2,"Jet","","[]","",2017
"""2017-02-06T00:00:00.000Z""","","Uyuni","CRJ2","CP-2851","BoA",,"BOL","","Incident","",true,true,"","","CRJ2",false,true,2,"Jet","","[]","",2017
"""2017-02-06T00:00:00.000Z""","","Moscow","A320","VP-BCZ","S7",,"BMU","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-02-06T00:00:00.000Z""","","Singapore","A388","VH-OQB","Qantas",,"AUS","","Incident","",true,true,"","","A388",false,true,4,"Jet","","[]","",2017
"""2017-02-06T00:00:00.000Z""","","Goa","B752","VP-BLV","Azur",,"BMU","","Report","",true,true,"","","B752",false,true,2,"Jet","","[]","",2017
"""2017-02-06T00:00:00.000Z""","","Bhopal","A319","VT-SCJ","India",,"IND","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2017
"""2017-02-06T00:00:00.000Z""","","Austin","B738","N831NN","American",,"USA","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2017
"""2017-02-07T00:00:00.000Z""","","Tampa","B763","C-FJZK","Canada Rouge",,"CAN","","Incident","",true,true,"","","B763",false,true,2,"Jet","","[]","",2017
"""2017-02-07T00:00:00.000Z""","","Liege","B744","N477MC","Atlas",,"USA","","Incident","",true,true,"","","B744",false,true,4,"Jet","","[]","",2017
"""2017-02-07T00:00:00.000Z""","","Warsaw","B738","EI-ENB","Ryanair",,"IRL","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2017
"""2017-02-07T00:00:00.000Z""","","Fort Lauderdale","B737","N278WN","Southwest",,"USA","","Incident","",true,true,"","","B737",false,true,2,"Jet","","[]","",2017
"""2017-02-07T00:00:00.000Z""","","Grand Bahamas","SF34","C6-KID","Western Air",,"BHS","","Incident","",true,true,"","","SF34",false,true,2,"Turboprop","","[]","",2017
"""2017-02-07T00:00:00.000Z""","","Ivano-Frankovsk","E145","UR-DNP","Dniprovia",,"UKR","","Incident","",true,true,"","","E145",false,true,2,"Jet","","[]","",2017
"""2017-02-08T00:00:00.000Z""","","Delhi","A20N","VT-WGB","GoAir",,"IND","","Incident","",true,true,"","","A20N",false,true,2,"Jet","","[]","",2017
"""2017-02-08T00:00:00.000Z""","","Amsterdam","A319","G-EZDN","Easyjet",,"GBR","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2017
"""2017-02-08T00:00:00.000Z""","","Seoul","B772","HL7733","Jin",,"KOR","","Incident","",true,true,"","","B772",false,true,2,"Jet","","[]","",2017
"""2017-02-09T00:00:00.000Z""","","London","RJ1H","HB-IXO","Swiss",,"CHE","","Incident","",true,true,"","","RJ1H",false,true,4,"Jet","","[]","",2017
"""2017-02-09T00:00:00.000Z""","","New York","A332","LV-FNJ","Aerolineas",,"ARG","","Incident","",true,true,"","","A332",false,true,2,"Jet","","[]","",2017
"""2017-02-10T00:00:00.000Z""","","Zurich","E190","HB-JVQ","Helvetic",,"CHE","","Incident","",true,true,"","","E190",false,true,2,"Jet","","[]","",2017
"""2017-02-10T00:00:00.000Z""","","Boston","CRJ9","N182GJ","GoJet",,"USA","","Incident","",true,true,"","","CRJ9",false,true,2,"Jet","","[]","",2017
"""2017-02-10T00:00:00.000Z""","","Amsterdam","B789","PH-BHF","KLM",,"NLD","","Incident","",true,true,"","","B789",false,true,2,"Jet","","[]","",2017
"""2017-02-10T00:00:00.000Z""","","East China Sea","B773","B-KQQ","Cathay Pacific",,"HKG","","Incident","",true,true,"","","B773",false,true,2,"Jet","","[]","",2017
"""2017-02-10T00:00:00.000Z""","","Las Vegas","A321","N150UW","American",,"USA","","Incident","",true,true,"","","A321",false,true,2,"Jet","","[]","",2017
"""2017-02-11T00:00:00.000Z""","","Bangkok","B788","HS-TQA","Thai",,"THA","","Incident","",true,true,"","","B788",false,true,2,"Jet","","[]","",2017
